advisor_id,advisor_name,entity_type,review_count,sim_mean_trust_integrity,sim_mean_listening_personalization,sim_mean_communication_clarity,sim_mean_responsiveness_availability,sim_mean_life_event_support,sim_mean_investment_expertise,sim_mean_outcomes_results,sim_penalized_trust_integrity,sim_penalized_listening_personalization,sim_penalized_communication_clarity,sim_penalized_responsiveness_availability,sim_penalized_life_event_support,sim_penalized_investment_expertise,sim_penalized_outcomes_results,sim_weighted_trust_integrity,sim_weighted_listening_personalization,sim_weighted_communication_clarity,sim_weighted_responsiveness_availability,sim_weighted_life_event_support,sim_weighted_investment_expertise,sim_weighted_outcomes_results
https://wealthtender.com/advisory-firms/abundo-wealth/,Abundo Wealth,firm,34,0.48571253,0.597739,0.5342295,0.41801813,0.52761513,0.50037646,0.50953054,0.4210058095988798,0.5181081985883598,0.4630591915134077,0.36232971317807267,0.4573260133699596,0.43371605083148707,0.4416508825914067,0.283943311595492,0.3597546102685855,0.33401611473726966,0.2819739210720823,0.33387264008213086,0.31370398600195,0.3057505696428803
https://wealthtender.com/advisory-firms/allegiance-financial-group-advisory-services-llc/,"Allegiance Financial Group Advisory Services, LLC",firm,12,0.53304505,0.57023203,0.4828036,0.33762014,0.49612367,0.45456362,0.53163534,0.4824546525142098,0.5161128664126594,0.4369816799113131,0.30557732089906353,0.44903735039823317,0.4114218422144951,0.48117881853993594,0.38875180150273103,0.4152997377536803,0.3533724984271074,0.24547513143916685,0.3605734526327709,0.33295469437136427,0.3869869796134885
https://wealthtender.com/advisory-firms/applied-capital/,Applied Capital,firm,22,0.45358217,0.5058871,0.46633685,0.41520917,0.5093442,0.5452981,0.46864727,0.3545618987102631,0.3954484443921376,0.3645321490941537,0.3245661033393478,0.39815047567653594,0.4262557563264104,0.36633823512741687,0.32632476664052457,0.36445172073728094,0.336607202151301,0.29953784670141287,0.36511682191154476,0.3921787205759478,0.33592337324075366
https://wealthtender.com/advisory-firms/archer-investment-management/,Archer Investment Management,firm,14,0.4681945,0.5733447,0.47755814,0.37090242,0.5518088,0.53803617,0.5273945,0.38538857913347013,0.4719414943771315,0.39309619488960745,0.3053037088942989,0.45421436359898565,0.4428778041643924,0.4341181773104192,0.3377288881976023,0.4265882164777196,0.3511323904907634,0.26159264770195095,0.38554574465902064,0.3908283440792361,0.37240010734895934
https://wealthtender.com/advisory-firms/avid-planning/,Avid Planning,firm,13,0.42709514,0.48716214,0.4290417,0.35920736,0.58523333,0.47445256,0.4734042,0.33026668732843345,0.3767156290070727,0.33177212629933717,0.27777005239223296,0.45255278471436233,0.36688764458528617,0.36607690105856516,0.33114496864678605,0.37864497479605996,0.3382233905452428,0.2667500149797792,0.42190583329367354,0.3737690775270497,0.36220998106842917
https://wealthtender.com/advisory-firms/beacon-wealth-consultants/,Beacon Wealth Consultants,firm,54,0.48927,0.51143366,0.45384875,0.39172283,0.57170177,0.5377757,0.42143038,0.4538766516798438,0.47443680272865313,0.4210176953827814,0.36338583663548263,0.5303450107782401,0.4988733777656778,0.3909444362925389,0.32500750991180866,0.33820467344633415,0.29843856041692746,0.28144388565333595,0.3791955937463264,0.3522213264594957,0.2752173258676448
https://wealthtender.com/advisory-firms/belonging-wealth-management/,Belonging Wealth Management,firm,8,0.3903501,0.4691541,0.4034228,0.3301801,0.4419784,0.4259453,0.4057636,0.355858652503783,0.42769966222647227,0.36777646501811484,0.3010053804648617,0.40292530176053065,0.3883087800515287,0.3699102769586846,0.30326256497933013,0.3628502702972258,0.309202551038631,0.2538809615143296,0.3474022059481808,0.3304451677477732,0.31076395343725155
https://wealthtender.com/advisory-firms/berkshire-money-management/,Berkshire Money Management,firm,135,0.48309243,0.5405029,0.48699054,0.4811573,0.50912833,0.54647374,0.43972555,0.40028788615973404,0.44785786408064154,0.40351783828027143,0.39868438691767677,0.4218610316056947,0.4528052234564607,0.3643542182560949,0.298096200059043,0.3379991018536841,0.3041152581966341,0.2969423115106235,0.32010983252253733,0.34599748596989427,0.27010150681221445
https://wealthtender.com/advisory-firms/bouchey-financial-group/,Bouchey Financial Group,firm,39,0.5460471,0.6021421,0.5501072,0.49166515,0.55530345,0.6008225,0.5291271,0.5173092718859154,0.5704521050694479,0.521155344420067,0.46578944242427944,0.5260783274715738,0.5692021014082194,0.501279699012588,0.3391406893622833,0.37621369814707306,0.3462399824794044,0.3170045505922047,0.34890122852292554,0.3880740408710156,0.3312149896680435
https://wealthtender.com/advisory-firms/brindle-bay-wealth-management/,Brindle &amp; Bay Wealth Management,firm,7,0.41012508,0.4829452,0.41718745,0.37001264,0.4795454,0.52782506,0.39066827,0.36831352717303467,0.4337095657481425,0.37465569512601077,0.3322903796010719,0.43065629409061484,0.47401397824751457,0.3508401587832911,0.27818491522513,0.31502692314927455,0.2780920241298277,0.25095255249005005,0.30659625115277933,0.3517266484617084,0.26596199687247346
https://wealthtender.com/advisory-firms/capital-fiduciary-advisors/,Capital Fiduciary Advisors,firm,21,0.45583007,0.43389457,0.3529422,0.30041805,0.4170025,0.45372567,0.39101523,0.2851344503534745,0.2714133209594482,0.22077527244986686,0.18791992422809714,0.26084686877180724,0.28381806516319696,0.24459100953830532,0.20759842932475298,0.2079609329634601,0.16574764449952323,0.15754776273680218,0.21155926151661592,0.2411506586476564,0.16541915397675194
https://wealthtender.com/advisory-firms/clear-rock-advisors/,Clear Rock Advisors,firm,28,0.43189886,0.45858967,0.41505188,0.36640593,0.3967697,0.5772982,0.4005019,0.22238286197506374,0.23612591156577475,0.21370845323619933,0.1886607550339848,0.20429487685224693,0.297248244554439,0.2062168123070475,0.28987938011988346,0.29915023446818506,0.28999543946363693,0.2480441649980854,0.2613561063396693,0.385580633647145,0.2747046610909599
https://wealthtender.com/advisory-firms/continuum-wealth-advisors/,Continuum Wealth Advisors,firm,10,0.5021717,0.54431134,0.4899662,0.50118905,0.5026145,0.60747945,0.4397698,0.4025740295300893,0.43635599982331635,0.39278913648781777,0.4017861178146987,0.4029288362579122,0.48699564471490026,0.3525485528158566,0.3453821128542525,0.384478424611614,0.34362270719140137,0.3585389586534396,0.363817553304019,0.40869805220178096,0.31069423837456434
https://wealthtender.com/advisory-firms/cordant-wealth-partners/,Cordant Wealth Partners,firm,29,0.5866953,0.6382005,0.5739056,0.49532905,0.56307,0.62794864,0.54177225,0.4577899700966636,0.4979784940302573,0.44781042487813033,0.3864979708580762,0.43935509582005255,0.4899792366401009,0.42273697969827895,0.3677084759604477,0.3990497251304656,0.3534663509868476,0.3377911544132986,0.38065710241505957,0.37451887567224806,0.3260861394552751
https://wealthtender.com/advisory-firms/covenant-wealth-advisors/,Covenant Wealth Advisors,firm,42,0.56629336,0.5512804,0.4929641,0.50416046,0.5832421,0.5845833,0.49708915,0.5218682657634142,0.5080327230181011,0.4542914368269829,0.46460935962399197,0.5374871852086399,0.5387233412393505,0.45809293028302067,0.3822923011970014,0.3556872659637159,0.31182734048235494,0.30431366742048793,0.37738917745198375,0.3688737069962896,0.3184427961062971
https://wealthtender.com/advisory-firms/csg-financial/,CSG Financial,firm,18,0.4543718,0.47400433,0.35424337,0.38185322,0.48001528,0.47623718,0.47684562,0.3847207149288846,0.40134366434220037,0.2999409694489469,0.3233183264942044,0.40643345515576523,0.4032344237879781,0.4037495146987532,0.28487361430678004,0.3169684042477714,0.25730869148328606,0.26084858447621573,0.30934964184894886,0.3176274371643941,0.29088790407815146
https://wealthtender.com/advisory-firms/cultivating-wealth/,Cultivating Wealth,firm,33,0.50611967,0.52902603,0.47641236,0.42786065,0.59259003,0.49160692,0.47043693,0.4542485739529828,0.47480716913389553,0.4275860553293312,0.3840101135423916,0.5318567838355243,0.441223229200188,0.4222227585078977,0.3888835631342465,0.40684671460926725,0.3670609425586752,0.32787273250441534,0.4559698909594016,0.3784686976362881,0.3614906081307984
https://wealthtender.com/advisory-firms/define-financial/,Define Financial,firm,13,0.5367463,0.5708548,0.51271164,0.41336027,0.49940762,0.55757135,0.51088655,0.47798893674784243,0.5083632514584704,0.45658523227257913,0.3681096722260413,0.44473753897011215,0.4965340210022409,0.45496004988103916,0.36860913017145347,0.3880046906559882,0.3811278716951802,0.31524362381386395,0.367160333818653,0.3930364256933039,0.3497965467620987
https://wealthtender.com/advisory-firms/diazo/,Diazo,firm,4,0.37039694,0.44329035,0.3907034,0.42906117,0.51535344,0.48402476,0.32948488,0.16922712549217117,0.20253077155355054,0.17850480809429503,0.1960296723843695,0.23545502961975912,0.2211415346197116,0.15053522586680068,0.2888405953744689,0.34762447206365327,0.30719391604535845,0.3322501618118945,0.39893753976341023,0.37603644549345355,0.25848941209823356
https://wealthtender.com/advisory-firms/dvb-financial/,DVB Financial,firm,10,0.49312988,0.5266858,0.4008046,0.404683,0.5390249,0.42913717,0.512173,0.3747449302906792,0.40024494844601616,0.30458395885864104,0.3075314912300337,0.4096218679854647,0.3261148297922068,0.38921629174426353,0.314215713792319,0.3377441499854058,0.28978651584704807,0.2760303762068006,0.3722683905106639,0.27981863091460824,0.32620825729562924
https://wealthtender.com/advisory-firms/edge-financial-advisors/,Edge Financial Advisors,firm,61,0.5691802,0.66267186,0.5555674,0.4082744,0.55944854,0.55002886,0.5902036,0.387741878053116,0.45143089296412653,0.3784684258770362,0.27812813087171917,0.3811123960007086,0.37469527807639763,0.40206353634919084,0.28560600810602466,0.3341978506112042,0.2827900456110491,0.21897193298830972,0.2904725119387693,0.2789765071905041,0.30130085826694136
https://wealthtender.com/advisory-firms/impact-fiduciary/,Impact Fiduciary,firm,20,0.44008282,0.52981573,0.42104498,0.2780741,0.4102252,0.44833905,0.4680452,0.3839837514245969,0.4622781847132805,0.3673727612364859,0.24262699892976242,0.35793225327332057,0.3911875433395634,0.4083818415949999,0.35395221908550234,0.4106153869739131,0.3299489622880503,0.2202841799480269,0.3259259686434047,0.3461605432742366,0.3680575082260786
https://wealthtender.com/advisory-firms/kennedy-financial-group/,Kennedy Financial Group,firm,2,0.4070559,0.4468604,0.43300927,0.36943424,0.49259844,0.48601216,0.4596855,0.3792009486331986,0.41628159899687284,0.4033780724559211,0.34415375438722007,0.4588899315616472,0.4527541501232398,0.42822914369154197,0.33478116492759374,0.3372112568432736,0.3054266074704712,0.2881037257862783,0.38951783395354767,0.36278943063082,0.36231560140158764
https://wealthtender.com/advisory-firms/legacy-consulting-group/,Legacy Consulting Group,firm,12,0.472005,0.54035926,0.4839936,0.42221358,0.556466,0.54905826,0.4538977,0.31146735590228913,0.3565732089332734,0.3193782852463664,0.27861081779032293,0.3672013148776973,0.3623132898788984,0.2995184458469147,0.288458987701146,0.31079323064971653,0.297188605761237,0.2589644008480023,0.37168598061838254,0.34200431375417817,0.27770782141131695
https://wealthtender.com/advisory-firms/level-wealth-management/,Level Wealth Management,firm,50,0.48176393,0.53841347,0.4341172,0.3309231,0.48606563,0.4708052,0.48395184,0.38900779278409614,0.4347503104531195,0.35053473047096934,0.26720913435398685,0.3924813415921677,0.3801591431769258,0.3907744093082137,0.3326191835011494,0.3749038512588993,0.3036051599749331,0.2338743839953377,0.34448634273250806,0.3269502224655647,0.33974402384871427
https://wealthtender.com/advisory-firms/maia-wealth/,Maia Wealth,firm,3,0.35981908,0.3849729,0.35351872,0.3681623,0.4414867,0.414742,0.34761333,0.20188795127243542,0.21600136701864137,0.19835297546104666,0.2065692528131963,0.24771026209016775,0.2327041361291897,0.19503952894129328,0.2729202288357321,0.28970615856944687,0.28022593764593307,0.27716674585912804,0.38210980134995215,0.382709613730515,0.2783550555917835
https://wealthtender.com/advisory-firms/millennial-wealth-management/,Millennial Wealth Management,firm,4,0.33628026,0.5265798,0.53275234,0.32061413,0.43683052,0.341812,0.4961475,0.190846698806865,0.29884585382872564,0.30234901160662164,0.18195568137227403,0.24791114566150466,0.1939860356962173,0.2815748673651017,0.23923758698308983,0.40655605007321965,0.41095125429476437,0.25555661849273115,0.31919641077567246,0.23043392542055682,0.3638926588395696
https://wealthtender.com/advisory-firms/oath-planning/,Oath Planning,firm,4,0.44744048,0.48887607,0.35962835,0.28578034,0.41254362,0.3779106,0.38587013,0.4106089767434927,0.4486336250764413,0.33002518556490706,0.2622560508178837,0.3785845573663339,0.3468022579164282,0.35410671011674805,0.33987070782213485,0.3474979856261094,0.2589681646657329,0.21121998531776853,0.2946124374472649,0.2783859598090012,0.2880919190657849
https://wealthtender.com/advisory-firms/pax-financial-group/,PAX Financial Group,firm,87,0.5282842,0.56759757,0.47438842,0.4115722,0.5930994,0.52798504,0.4931137,0.49628974020980743,0.5332218029420327,0.4456580844510353,0.38664634679820226,0.5571793774906546,0.49600888095499035,0.4632493345143822,0.30189783211364846,0.3297792147379027,0.2677002834598242,0.26339498913236775,0.3485030252481347,0.31522006740245767,0.27968383401716285
https://wealthtender.com/advisory-firms/pillar-financial-group/,Pillar Financial Group,firm,1,0.36106843,0.31022364,0.23184046,0.34085995,0.43106958,0.34896109,0.28898415,0.28980417477303744,0.24899472309914916,0.1860819871703881,0.27358416174705713,0.34598933308000007,0.280086495322652,0.23194717432967452,0.36106832793096166,0.3102236475810137,0.23184038740962415,0.3408597427149354,0.43106966740142255,0.34896102467367424,0.288984026916728
https://wealthtender.com/advisory-firms/pillar-wealth-management/,"Pillar Wealth Management, LLC.",firm,21,0.50682837,0.5806143,0.48166558,0.3602677,0.46940988,0.4744855,0.48737225,0.28300888681298286,0.3242103525979762,0.2689582496093293,0.20117065916578528,0.2621145592783801,0.26494885386855355,0.27214476223241874,0.36227387258346994,0.417177308760335,0.34469989950303775,0.25401450216533206,0.335290714831599,0.3398593342643366,0.3527534017741068
https://wealthtender.com/advisory-firms/primeaumayer-financial/,PrimeauMayer Financial,firm,1,0.27181518,0.28909028,0.330393,0.28205404,0.26510417,0.24018098,0.2674963,0.2217343558460288,0.23582653976397347,0.26951936019400047,0.23008673922232897,0.21625971185765966,0.19592858602096355,0.21821115319172257,0.2718153123348385,0.28909036046655107,0.330393046199363,0.2820541687338647,0.265104167354282,0.24018104871305548,0.2674963588459208
https://wealthtender.com/advisory-firms/prosperplan-wealth/,ProsperPlan Wealth,firm,29,0.46913093,0.56302035,0.47179714,0.3723933,0.52574074,0.5398246,0.48748624,0.41602232414991713,0.499282477479255,0.4183867211347399,0.33023591043664574,0.46622332548476564,0.4787129745070129,0.43229978819840054,0.2813972454489458,0.33526882573778694,0.27515279918791596,0.23078067106889225,0.3269979453092219,0.3354913689975145,0.28349958638915307
https://wealthtender.com/advisory-firms/range/,Range,firm,7,0.51030964,0.59644735,0.55232674,0.45164064,0.50319093,0.565446,0.53966075,0.4638233366847584,0.5421143908281778,0.5020128541309833,0.41049872660623865,0.4573530689992233,0.5139372763269523,0.49050096071939536,0.3508300445710699,0.4093838747869409,0.3782258035543675,0.30908972660751644,0.3429911291193787,0.3873264057612404,0.3704623882806567
https://wealthtender.com/advisory-firms/rather-kittrell/,Rather &amp; Kittrell,firm,31,0.5017148,0.5155789,0.42754367,0.31654635,0.52640545,0.4546594,0.47133353,0.46963377499228626,0.48261135984853354,0.40020522384223756,0.29630542882052535,0.49274555915429125,0.4255871160381241,0.4411949758260138,0.3146968322750572,0.31636522701988834,0.2513005086926798,0.20401756530883602,0.342974426473137,0.29267090453430633,0.2996206443418952
