advisor_id,advisor_name,entity_type,review_count,sim_mean_trust_integrity,sim_mean_listening_personalization,sim_mean_communication_clarity,sim_mean_responsiveness_availability,sim_mean_life_event_support,sim_mean_investment_expertise,sim_mean_outcomes_results,sim_penalized_trust_integrity,sim_penalized_listening_personalization,sim_penalized_communication_clarity,sim_penalized_responsiveness_availability,sim_penalized_life_event_support,sim_penalized_investment_expertise,sim_penalized_outcomes_results,sim_weighted_trust_integrity,sim_weighted_listening_personalization,sim_weighted_communication_clarity,sim_weighted_responsiveness_availability,sim_weighted_life_event_support,sim_weighted_investment_expertise,sim_weighted_outcomes_results
https://wealthtender.com/advisory-firms/abundo-wealth/,Abundo Wealth,firm,34,0.49854973,0.44109747,0.44084153,0.3698249,0.37726715,0.5129006,0.5130537,0.43213260396605324,0.38233438744701603,0.3821124997400925,0.3205567328879255,0.32700763416982004,0.4445718527795561,0.4447045916584801,0.3000149008578559,0.26739966287617345,0.2689653851707079,0.2551293348552188,0.2178182603433302,0.3262713450315997,0.31502766661378784
https://wealthtender.com/advisory-firms/allegiance-financial-group-advisory-services-llc/,"Allegiance Financial Group Advisory Services, LLC",firm,12,0.46701252,0.38081908,0.39726263,0.29213274,0.4435227,0.4302841,0.49244967,0.4226893477956091,0.34467624477760284,0.35955908698144967,0.26440692542023275,0.401428875389885,0.3894464908032437,0.4457121493201305,0.34093086723898675,0.2768826545721292,0.28921654905383387,0.21142055531137063,0.32174765511964404,0.31521680493221577,0.3592961322545089
https://wealthtender.com/advisory-firms/applied-capital/,Applied Capital,firm,22,0.43011102,0.43018907,0.43289497,0.34837663,0.38633618,0.54859793,0.54494876,0.33621475071106405,0.336275629407641,0.33839079399087363,0.2723234993118691,0.3019963083701134,0.42883503225823694,0.42598274591294144,0.30968585750378547,0.30892596279830176,0.3087807675629281,0.24972555722213768,0.27519993907434764,0.3933929859783602,0.3891354663103308
https://wealthtender.com/advisory-firms/archer-investment-management/,Archer Investment Management,firm,14,0.4349831,0.4667168,0.36058342,0.30927718,0.44053352,0.5178401,0.5780745,0.35805082585574505,0.38417225861747756,0.29680964467124754,0.254577803257267,0.3626196468546626,0.42625380352655234,0.4758347756505725,0.30535507044083837,0.3542098509611836,0.2729703294648967,0.22944711200197893,0.29439793138868275,0.3840992346481103,0.4037922666508375
https://wealthtender.com/advisory-firms/avid-planning/,Avid Planning,firm,13,0.38760218,0.44374767,0.46570343,0.3291835,0.49970964,0.48885286,0.6182782,0.2997274221025063,0.3431438150273972,0.36012200399234623,0.2545528425759422,0.3864183480529213,0.3780231676847302,0.4781060584283036,0.2964607840596585,0.33172670621631856,0.3521486200360263,0.2417827733003048,0.35013063215711965,0.38949520216188044,0.4488049323055891
https://wealthtender.com/advisory-firms/beacon-wealth-consultants/,Beacon Wealth Consultants,firm,54,0.46207303,0.38822547,0.365317,0.2736352,0.40445852,0.5139945,0.515767,0.42864691489079537,0.3601412404043673,0.3388901132479492,0.2538405508768886,0.37520002942252006,0.4768124968947451,0.47845659287986747,0.3109658360357543,0.2969209352087727,0.2654014621906131,0.19856415474925718,0.2601760701238099,0.35168887695823825,0.36020523309444885
https://wealthtender.com/advisory-firms/belonging-wealth-management/,Belonging Wealth Management,firm,8,0.3696713,0.39223424,0.37118283,0.24369846,0.3251813,0.4095019,0.40728888,0.33700724283851724,0.3575763876973027,0.33838519121386557,0.22216528217927206,0.2964483254689257,0.37331818789149573,0.3713006017224183,0.2807885111146887,0.30732520501218036,0.28224604344446985,0.18130391155692066,0.2598520918320161,0.31315128436142337,0.31665971898934303
https://wealthtender.com/advisory-firms/berkshire-money-management/,Berkshire Money Management,firm,135,0.4707484,0.42174917,0.46627077,0.3944587,0.37844273,0.5703383,0.52848244,0.39005985512033775,0.34945905873250893,0.3863496266871852,0.32684658101256103,0.3135757937461499,0.4725796313325846,0.43789772448412506,0.2909725053714748,0.2596797240015076,0.293203729914529,0.2470988015417448,0.23322823527298725,0.36326584792477257,0.3362350519906705
https://wealthtender.com/advisory-firms/bouchey-financial-group/,Bouchey Financial Group,firm,39,0.51542366,0.4675927,0.5020962,0.40500373,0.4394345,0.6104387,0.59042674,0.4882974919039664,0.4429837587758269,0.4756712527930432,0.3836887694913783,0.4163077177921302,0.5783116392545109,0.5593530265591228,0.3239724322700971,0.2839095813970582,0.3355410319798352,0.26279130822946134,0.2672268994161322,0.39439690116157944,0.3626725049031088
https://wealthtender.com/advisory-firms/brindle-bay-wealth-management/,Brindle &amp; Bay Wealth Management,firm,7,0.35239217,0.44682708,0.41235116,0.2562991,0.36780423,0.5207937,0.4843923,0.3164664570501155,0.40127376549379684,0.37031239898869367,0.23016975160851152,0.330307116284246,0.4676992986147761,0.4350091327784824,0.23200693352253488,0.30000482128975114,0.27312125334729764,0.1611205154975454,0.23425534851545382,0.35778055480470483,0.31477150582684665
